Place of interest,Type of place,Place address,BiciMAD station,Station location,Available bikes,Available docks,distance
Fuente de los Peces,Monument,PASEO LA HABANA 1,Paseo de la Habana 42,"Paseo de la Habana nº 42,",1,22,263.85
Fuente de los Tritones,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Fuente de Mariano de Cavia,Monument,Pza Mariano de Cavia ,Menéndez Pelayo,"Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,",11,15,95.71
Fuente de Mercamadrid,Monument,Me Mercado Mercamadrid ,"Auñón, 16","Calle de Auñón, 16,",14,9,1717.66
Fuente de mármol del jardín de las Tres Culturas,Monument,JARDIN TRES CULTURAS ,"Bahía de Cádiz, 2","Bahía de Cádiz, 2,",3,20,905.1
Fuente de Orfeo,Monument,Pza Provincia ,Plaza de la Provincia,"Plaza de la Provincia nº 1,",7,11,16.69
Fuente de San Antón,Monument,C Hortaleza ,Colegio Arquitectos,"Calle Hortaleza nº 63,",1,17,38.24
Fuente de San Isidro,Monument,Pº Quince de Mayo 62,PASEO DE LOS MELANCÓLICOS 73,"PASEO DE LOS MELANCÓLICOS 73,",4,19,627.04
Fuente de Santa Isabel,Monument,C Santa Isabel 48,Santa Isabel,"Calle Santa Isabel 32,",16,11,246.79
Fuente de Sevilla,Monument,GLORIETA SEVILLA ,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",9,18,164.03
Fuente de taza baja Jardín Príncipe de Anglona,Monument,Pza Paja ,Plaza del Cordón,"Plaza del Cordón,",1,23,133.11
Fuente de Tudescos,Monument,Pza Soledad Torres Acosta ,Miguel Moya,"Calle Miguel Moya nº 1,",10,17,140.77
Fuente del Bambú,Monument,CALLE ALCALA 527,"Calle Alcala, 506","Calle Alcalá, 506,",12,11,39.64
Fuente del Barrio del Niño Jesús,Monument,Pza Menéndez Pelayo ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",9,18,100.76
Fuente del Batán,Monument,CARRETERA ZARZON 6,"Carretera del ZOO, s/n (M. Casa Campo)","Carretera del ZOO, s/n (M. Casa Campo),",4,23,501.44
Fuente del Berro,Monument,C Peñascales ,Quinta Fuente del Berro,"Calle Sancho Dávila esquina Paseo Marqués de Zafra,",6,18,242.53
Fuente del Canal de la Partida,Monument,Gta Patines ,Puerta del Ángel,"Plaza Puerta del Ángel nº 4,",17,10,428.94
Fuente del Canal Isabel II,Monument,CALLE SANTA ENGRACIA 125,José Abascal,"Calle José Abascal nº 33,",8,18,232.29
Fuente del Centro de investigaciones biológicas C.S.I.C.,Monument,CALLE VELAZQUEZ 144,Serrano 113,"Calle Serrano nº 113B,",2,25,281.66
Fuente del colegio Amoros,Monument,C Joaquín Turina 37,"Alfredo Aleix, 7","381 - Alfredo Aleix, 7,",3,12,345.87
Fuente del Corregidor,Monument,Pza Corregidor Alonso de Tobar s/n,Marroquina,"Calle Camino de los Vinateros nº 108,",10,8,87.83
Fuente del Fauno de La Rosaleda,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",5,22,107.72
Fuente del Hospital La Paz,Monument,Pº Castellana 261,Pedro Rico,"Calle Pedro Rico nº 6,",2,21,55.94
Fuente del invernadero de la Quinta de los Molinos,Monument,CALLE ALCALA 527,"Calle Alcala, 506","Calle Alcalá, 506,",12,11,39.64
Fuente del Liceo,Monument,Pza Liceo ,Plaza del Liceo,"Plaza del Liceo,",10,14,32.77
Fuente del Ministerio de Economía,Monument,PASEO CASTELLANA 166,Castellana 164,"Paseo de la Castellana nº 164,Comunidad de Madrid España",3,20,54.97
Fuente del Ministerio de Industria,Monument,PASEO CASTELLANA 158,Doctor Fleming,"Calle Doctor Fleming nº 7,",7,12,191.68
Fuente del monumento a Isabel la Católica,Monument,PASEO CASTELLANA 1,Plaza de Colón,"Calle Goya nº 1,",3,20,121.41
Fuente del Museo del Traje,Monument,Avda Juan de Herrera 2,Ciudad Universitaria 2,"Avenida de la Complutense (Metro Ciudad Universitaria),",3,16,419.95
Fuente del niño o fuente de Finlandia,Monument,Pº Prado ,Cibeles,"Plaza Cibeles,",16,7,12.4
Fuente del nuevo acceso al parque Juan Carlos I,Monument,Avda Logroño 179,"Bahía de Cádiz, 2","Bahía de Cádiz, 2,",3,20,82.6
Fuente del Padre Piquer,Monument,Pº Extremadura ,"Seseña, 93","Calle Seseña, 93,",2,22,104.11
Fuente del Pajarito,Monument,PARQUE CASA DE CAMPO ,"Calle de las Rosas de Aravaca, s/n","Calle de las Rosas de Aravaca, s/n,",3,20,1900.56
Fuente del palacio del marqués de Salamanca,Monument,Pº Recoletos ,Biblioteca Nacional,"Paseo de Recoletos nº 20,",8,14,189.66
Fuente del parque Arriaga,Monument,C Arriaga 17,Francisco Villaespesa  39,"Francisco Villaespesa, 39,",1,22,304.53
Fuente del parque Calero,Monument, ,Avenida Donostiarra,"Calle Virgen de la Alegría nº 18,",4,19,302.26
Fuente del parque Cerro Peñabel,Monument,PARQUE CERRO PEÑABEL ,"Camino de Ganapanes, 40","Camino de Ganapanes, 40,",3,21,117.12
Fuente del parque Ciudad de los Ángeles,Monument, ,"Calle de Bohemios, 1","Calle de Bohemios, 1,",5,19,386.22
Fuente del parque Darwin,Monument, ,"Avenida Moratalaz, 25","Avenida Moratalaz, 25,",15,9,184.27
Fuente del parque de Berlín,Monument,PARQUE BERLIN ,Parque Berlín,"Avenida de Concha Espina nº 34,",1,22,182.86
Fuente del parque de Comillas,Monument, ,"Calle del Sorbe , 20","Calle del Sorbe , 20,",15,9,324.39
Fuente del parque de El Espinillo,Monument, ,"Calle Carmen de Burgos, 4","Calle Carmen de Burgos, 4,",22,1,332.54
Fuente del parque de las Cruces,Monument, ,"Calle Guareña, 13","Calle Guareña, 13,",2,16,140.48
Fuente del parque de las Naciones,Monument,C Guzmán el Bueno 133,San Francisco de Sales,"Calle General Ampudia nº 2,",2,22,176.58
Fuente del parque de Moratalaz,Monument, ,"Corregidor Ldo. Antonio de Mena, sn","Corregidor licenciado Antonio de Mena, sn,",2,22,266.14
Fuente del parque de Roma,Monument, ,Parque Roma,"Calle Alcalde Sáinz de Baranda frente al nº 107,",4,19,448.72
Fuente del parque del Manzanares,Monument,CAMINO PERALES 1,"Avenida Cordoba, 21","Avenida Cordoba, 21,",18,4,265.17
Fuente del parque Doña Guiomar,Monument, ,"Calle de Velacho Alto, 2","Calle de Velacho Alto, 2,",3,21,514.88
Fuente del parque Emir Mohamed I,Monument, ,Segovia 26,"Calle Segovia nº 26,",6,21,141.98
Fuente del parque Emperatriz María de Austria,Monument,Avda Vía Lusitana ,"Av Abrantes, 55","Av Abrantes, 55,",17,7,241.47
Fuente del parque Fuencarral,Monument, ," Estación  Cerc. Fuencarral-El Pardo, ","601 -  Estación  Cerc. Fuencarral-El Pardo, ,",2,21,324.06
Fuente del parque Villarrosa,Monument,C Aconcagua ,"Calle de Mota del Cuervo, 70","Calle de Mota del Cuervo, 70,",2,22,419.06
Fuente del paseo Pintor Rosales,Monument,Pº Pintor Rosales ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,261.72
Fuente del pequeño tritón,Monument, ,Velázquez,"Calle Alcalá nº 95,",2,21,191.8
Fuente del Plátano Gordo,Monument,Pº Azul ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",17,2,442.26
Fuente del Rey,Monument,Ctra Castilla ,"Calle de Caroli, 1","Calle de Caroli, 1,",8,15,1449.66
Fuente del río Lozoya,Monument,CALLE BRAVO MURILLO 49,Canal,"Calle José Abascal frente al nº 2,",7,16,86.55
Fuente del Teléfono,Monument,Pq Cruces ,"382-Parque Eugenia de Montijo, 2","Parque Eugenia de Montijo, 2,",15,9,425.66
Fuente del Triángulo,Monument,Gta Patines ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",17,2,107.62
Fuente del Zoológico,Monument,Ctra Zarzón ,"Carretera del ZOO, s/n (M. Casa Campo)","Carretera del ZOO, s/n (M. Casa Campo),",4,23,687.07
Fuente Egipcia,Monument,Pº Venezuela ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",3,24,478.67
Fuente elíptica en la avenida de Logroño,Monument,Avda Logroño 183,"Bahía de Cádiz, 2","Bahía de Cádiz, 2,",3,20,105.4
Fuente en Aluche,Monument,C Ocaña ,"Calle Valmojado, 295","Calle Valmojado, 295,",2,15,41.02
Fuente en cascada antigua Mariblanca,Monument,Pº Recoletos ,Cibeles,"Plaza Cibeles,",16,7,229.18
Fuente en homenaje a la Mujer,Monument,PLAZA ALSACIA 1,Hermanos Garcia Noblejas 133,"Hermanos Garcia Noblejas, 133,",14,9,143.54
Fuente en la avenida de Brasil,Monument,AVENIDA BRASIL 1,General Perón con Poeta Joan Maragall,"Avenida del General Perón frente al nº 36,",4,19,132.95
Fuente en la avenida de Brasilia,Monument,Avda Brasilia ,Avenida Brasilia,"Avenida de Brasilia frente al nº 9,",6,17,198.77
Fuente en la avenida de Daroca,Monument,Avda Daroca ,Francisco Villaespesa  39,"Francisco Villaespesa, 39,",1,22,245.3
Fuente en la avenida de la Albufera,Monument,Avda Albufera ,"Calle Ramirez Tome, 31","Calle Ramirez Tome, 31,",2,25,159.25
Fuente en la avenida de la Felicidad,Monument,Avda Felicidad ,"Avenida de Orovilla, 53","Avenida de Orovilla, 53,",5,22,46.82
Fuente en la avenida de las Glorietas,Monument,C Esteban Carros ,"Calle Puerto de Balbaran, 10","Calle Puerto de Balbaran, 10,",22,3,472.94
Fuente en la avenida de Logroño I,Monument,AVENIDA LOGROÑO 2,"Parador de Santa Lucía, 8","Parador de Santa Lucía, 8,",4,20,240.33
Fuente en la avenida de Logroño II,Monument,Avda Logroño ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",22,5,416.86
Fuente en la avenida de Logroño III,Monument,Avda Logroño 38,"Bahía de Cádiz, 2","Bahía de Cádiz, 2,",3,20,275.32
Fuente en la avenida de Logroño IV,Monument,Avda Logroño 42,"Bahía de Cádiz, 2","Bahía de Cádiz, 2,",3,20,169.81
Fuente en la avenida de Logroño V,Monument,Avda Logroño 191,"Bahía de Cádiz, 2","Bahía de Cádiz, 2,",3,20,170.54
Fuente en la avenida de Logroño VI,Monument,Avda Logroño 205,"Bahía de Cádiz, 2","Bahía de Cádiz, 2,",3,20,278.28
Fuente en la avenida de los Poblados,Monument,Ctra Leganés 110,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Fuente en la avenida Marqués de Corbera,Monument,Avda Marqués de Corbera 1,Marqués de Corbera 12,"Avenida Marqués de Corbera nº 12,",24,0,83.62
Fuente en la avenida Nuestra Señora de Fatima,Monument,Avda Nuestra Señora de Fátima ,"Paseo de Marcelino Camacho, 53B","Paseo de Marcelino Camacho, 53B,",1,22,435.17
Fuente en la avenida Pablo Neruda,Monument,Avda Miguel Hernández s/n,"Calle de los Andaluces, 2","Calle de los Andaluces, 2,",1,22,272.35
Fuente en la calle Aceuchal,Monument,C Alfaro ,"Calle de El Toboso, 115","Calle de El Toboso, 115,",12,11,308.5
Fuente en la calle Agustín de Foxá,Monument,CALLE AGUSTIN DE FOXA 1,Plaza de Castilla,"Paseo de la Castellana nº 216,",6,12,128.7
Fuente en la calle Argumosa,Monument,C Argumosa ,Ronda de Atocha,"Ronda de Atocha nº 2,",14,13,259.74
Fuente en la calle Arroyo del Olivar,Monument,C Arroyo del Olivar ,Concordia,"Calle Arroyo del Olivar nº 6,",9,14,27.46
Fuente en la calle Arturo Soria y avenida de San Luis,Monument,C Arturo Soria 310,"Serrano Galvache, 56","Serrano Galvache, 56,",3,21,254.37
Fuente en la calle Batería,Monument,CALLE BATERIAS 9,Carlota O’Neill,"Calle Carlota O'Neill nº 32,",5,19,274.02
Fuente en la calle Bravo Murillo,Monument,CALLE BRAVO MURILLO 1,Quevedo,"Glorieta de Quevedo nº 5,",7,17,34.65
Fuente en la calle Brescia,Monument,C Brescia 1,Avenida Brasilia,"Avenida de Brasilia frente al nº 9,",6,17,284.85
Fuente en la calle Canarias,Monument,C Canarias 52-54,Juan Martín,"Calle Juan Martín el Empecinado nº 16,",11,12,181.22
Fuente en la calle Caramuel,Monument,C Caramuel ,Caramuel,"Calle Caramuel nº 51,",21,6,316.57
Fuente en la calle Condesa de Venadito,Monument,C Condesa de Venadito 11,Carlota O’Neill,"Calle Carlota O'Neill nº 32,",5,19,308.41
Fuente en la calle Damasquillo,Monument,C Damasquillo 4,"Calle Guareña, 13","Calle Guareña, 13,",2,16,182.75
Fuente en la calle del Euro,Monument,Avda Euro ,Albox 33,"Calle Albox 33,",4,19,366.65
Fuente en la calle Espejo,Monument,C Espejo 8,Palacio de Oriente,"Calle Carlos III nº 1,",3,13,128.94
Fuente en la calle Francos Rodríguez,Monument,CALLE FRANCOS RODRIGUEZ 67,Francos Rodríguez,"Calle Francos Rodríguez nº 62,",7,16,245.0
Fuente en la calle Fuente Carrantona,Monument,C Arroyo Fontarrón s/n,"Calle de los Andaluces, 2","Calle de los Andaluces, 2,",1,22,517.43
Fuente en la calle Ofelia Nieto,Monument,CALLE OFELIA NIETO 1,Francos Rodríguez,"Calle Francos Rodríguez nº 62,",7,16,331.3
Fuente en la calle Vía Lusitana,Monument,Avda Vía Lusitana ,"Avenida de Abrantess, 108","Avenida de Abrantes, 108,",14,9,178.27
Fuente en la entrada principal del parque Fuente del Berro,Monument, ,Quinta Fuente del Berro,"Calle Sancho Dávila esquina Paseo Marqués de Zafra,",6,18,353.47
Fuente en la estación Asamblea de Madrid I,Monument,Avda Entrevías s/n,"Avenida de Entrevias, 56","Avenida de Entrevias, 56,",18,6,100.84
Fuente en la estación Asamblea de Madrid II,Monument,Avda Entrevías ,"Avenida de Entrevias, 56","Avenida de Entrevias, 56,",18,6,73.61
Fuente en la estación Asamblea de Madrid III,Monument,Avda Entrevías s/n,"Avenida de Entrevias, 56","Avenida de Entrevias, 56,",18,6,130.29
Fuente en la estación Asamblea de Madrid IV,Monument,Avda Entrevías s/n,"Avenida de Entrevias, 56","Avenida de Entrevias, 56,",18,6,160.25
Fuente en la estación Asamblea de Madrid V,Monument,Avda Entrevías s/n,"Avenida de Entrevias, 56","Avenida de Entrevias, 56,",18,6,229.22
Fuente en la glorieta de Bilbao,Monument,Gta Bilbao ,Malasaña,"Calle Manuela Malasaña nº 5,",10,17,54.1
Fuente en la glorieta de Hamburgo,Monument,Gta Hamburgo ,"Calle del Boj, 5","Calle del Boj, 5,",8,14,1014.66
Fuente en la glorieta Puerta Moreras,Monument,Gta Puerta Moreras ,"Avenida de Valladolid, 47G","Avenida de Valladolid, 47G, 47,",25,2,560.25
Fuente en la plaza Beata María Ana de Jesús I,Monument,Pza Beata María Ana de Jesús ,Entrada Matadero,"Paseo de la Chopera nº 14,",41,2,291.38
Fuente en la plaza Beata María Ana de Jesús II,Monument,Pza Beata María Ana de Jesús ,Entrada Matadero,"Paseo de la Chopera nº 14,",41,2,279.65
Fuente en la plaza Chozas de Canales,Monument,Pza Chozas de Canales ,"Diamante, 10","Calle  Diamante, 10,",11,13,356.48
Fuente en la plaza Conde Valle de Suchil,Monument,PLAZA CONDE DEL VALLE DE SUCHIL 1,Plaza Conde Suchil,"Plaza del Conde del Valle de Súchil nº 3,",2,17,35.15
Fuente en la plaza Cruz Latina,Monument,Pza Cruz Latina ,"Calle de Bacares, 20","Calle de Bacares, 20,",5,19,282.18
Fuente en la plaza de Villalcázar de Sirga,Monument,Pza Villalcázar de Sirga ,"Calle de Velacho Alto, 2","Calle de Velacho Alto, 2,",3,21,190.38
Fuente en la plaza del Mármol,Monument,Pza Mármol ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",6,17,130.87
Fuente en la plaza del Pardo (antigua plaza del Caudillo),Monument,Pza del Pardo ,"Calle de Gloria Fuertes, 181","Calle de Gloria Fuertes, 181,",21,6,5173.71
Fuente en la plaza del Rey,Monument,Pza Rey ,Banco de España A,"Calle Alcalá nº 49,",9,18,176.44
Fuente en la plaza Mayor de Barajas,Monument,PLAZA MAYOR DE BARAJAS 1,"Plaza Mayor de Barajas, 24","Plaza Mayor de Barajas, 24,",6,18,39.49
Fuente en la plaza Mora de Rubielos,Monument,Pza Mora de Rubielos ,"Calle Alcala, 590","Calle Alcala, 590,",4,19,190.84
Fuente en la plaza Navío,Monument,Pza Navío ,"Avenida de Cantabria, 6","Avenida de Cantabria, 6,",18,6,87.44
Fuente en la plaza Patriarca Eijo y Garay,Monument,Pza Patriarca Eijo y Garay ,Paseo de los Jesuitas  67,"Paseo de los Jesuitas  67,",10,17,238.54
Fuente en los jardines Doña Concha Piquer,Monument, ,Pirámides,"Calle Toledo nº 181,",20,4,81.2
Fuente en memoria de Pedro Barcina García,Monument,Avda San Luis 106,"Calle de Velacho Alto, 2","Calle de Velacho Alto, 2,",3,21,197.74
Fuente entre dos escaleras en la Quinta de los Molinos,Monument,CALLE ALCALA 527,"Calle Alcala, 506","Calle Alcalá, 506,",12,11,39.64
Fuente estrellada de la finca Vista Alegre,Monument,C Clara Campoamor 10,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",10,13,341.6
Fuente Francisco Largo Caballero,Monument,C Francisco Largo Caballero ,"Hermanos Garcia Noblejas, 158","Hermanos Garcia Noblejas, 158,",3,21,25.13
Fuente Grande de Arganzuela,Monument,Pº Yeserías ,Madrid Río-Yeserías,"Paseo de Yeserías nº 45,",26,1,172.74
Fuente Géminis,Monument,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 34,Glorieta de los Cuatro Caminos,"Calle Santa Engracia nº 168,",2,25,454.02
Fuente Meseta de Orcasitas,Monument,Avda Rafaela Ybarra 101,"Avenida de los Poblados, 130","Avenida de los Poblados, 130,",17,6,313.56
Fuente Miguel de Cervantes,Monument,Pza España ,Plaza de España A,"Calle Princesa nº 5,",1,17,66.14
Fuente monumental en cascada del parque Villa de Vallecas,Monument, ,"Puerto de Porzuna 34, ","Calle Puerto de Porzuna, 34,",19,4,210.88
Fuente mural con escudo de Madrid,Monument, ,Quinta Fuente del Berro,"Calle Sancho Dávila esquina Paseo Marqués de Zafra,",6,18,372.25
Fuente mural de la plaza Biombo,Monument,Pza Biombo 4,Plaza Ramales,"Plaza de Ramales,",3,20,95.62
Fuente mural de la plaza de la Palmera,Monument,C General Ricardos ,"Plaza de la Parroquia , 20","Plaza de la Parroquia , 20,",2,21,300.22
Fuente mural de la plaza de los Carros,Monument,Pza Carros ,Plaza de los Carros,"Carrera de San Francisco nº 1,",13,14,31.66
Fuente mural de la plaza Sisenando,Monument,PLAZA SISENANDO 1,Paseo de los Jesuitas  67,"Paseo de los Jesuitas  67,",10,17,54.8
Fuente mural del parque Fofó,Monument, ,"Calle de Candilejas, 5","Calle de Candilejas, 5,",19,4,312.82
Fuente mural del parque Isabel Clara Eugenia,Monument, ,"Calle de Santa Virgilia, 6","Calle de Santa Virgilia, 6,",1,10,471.4
Fuente mural Dr. Jaime Ferrán y Clúa,Monument,CALLE PRINCESA 1,Plaza de España A,"Calle Princesa nº 5,",1,17,126.18
Fuente mural en cascada,Monument, ,Quinta Fuente del Berro,"Calle Sancho Dávila esquina Paseo Marqués de Zafra,",6,18,217.35
Fuente mural en la calle Marcelo Usera,Monument,C Manuel Noya ,"Manuel Noya , 29","Manuel Noya , 29,",25,0,49.89
Fuente mural en la calle Segovia,Monument,C Segovia 23,Segovia 26,"Calle Segovia nº 26,",6,21,30.92
Fuente mural en la Cuesta de la Vega,Monument,Gta Boccherini ,Segovia 26,"Calle Segovia nº 26,",6,21,199.68
Fuente mural en la Elipa,Monument,Avda Marqués de Corbera 10,Marqués de Corbera 12,"Avenida Marqués de Corbera nº 12,",24,0,57.12
Fuente neobarroca de la Quinta de los Molinos,Monument,CALLE ALCALA 527,"Calle Alcala, 506","Calle Alcalá, 506,",12,11,39.64
Fuente neoclásica baja en la avenida Principal de Provincias,Monument,C Principal de Provincias ,"Calle Francisco de Tejada, 1","Calle Francisco de Tejada, 1,",7,17,311.57
Fuente neoclásica del pabellón de Guadalajara,Monument,C Hexágonos ,"Calle Francisco de Tejada, 1","Calle Francisco de Tejada, 1,",7,17,353.96
Fuente neoclásica en la avenida de Oporto,Monument,Avda Oporto ,"Avenida de Oporto, 34 ","Avenida de Oporto, 34,",21,2,168.25
Fuente neoclásica en la avenida Principal de Provincias,Monument,C Principal de Provincias ,"Calle Francisco de Tejada, 1","Calle Francisco de Tejada, 1,",7,17,329.1
Fuente neoclásica en la calle Vivero,Monument,C Principal de Provincias ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",17,2,319.83
Fuente nueva de la Alcachofa,Monument,Pza Emperador Carlos V ,Cuesta de Moyano,"Cuesta de Claudio Moyano,",8,15,73.88
Fuente nueva de la glorieta Marques de Vadillo,Monument,Gta Marqués de Vadillo ,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,1,11,86.98
Fuente nueva de los Delfines del Parterre,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",5,22,107.72
Fuente ochavada del jardín de la Quinta del duque de Arco,Monument,MONTE EL PARDO ,"Calle de Caroli, 1","Calle de Caroli, 1,",8,15,5347.7
Fuente octogonal de la calle Marcelino Camacho (antigua calle Muñoz Grandes),Monument,C Marcelino Camacho ,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",10,13,208.02
Fuente octogonal de la plaza Ágata I,Monument,Pza Ágata ,"Doctor Martín Arévalo, 19","Calle Doctor Martín Arévalo, 19,",9,15,125.34
Fuente octogonal de la plaza Ágata II,Monument,Pza Ágata ,"Doctor Martín Arévalo, 19","Calle Doctor Martín Arévalo, 19,",9,15,113.92
Fuente octogonal del palacio del marqués de Salamanca,Monument,Pº Recoletos ,Biblioteca Nacional,"Paseo de Recoletos nº 20,",8,14,215.5
Fuente octogonal del parque del Capricho I,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",22,5,82.97
Fuente octogonal del parque del Capricho II,Monument,PARQUE ALAMEDA DE OSUNA ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",22,5,378.38
Fuente octogonal del parque Olof Palme,Monument, ,"Manuel Noya , 29","Manuel Noya , 29,",25,0,202.81
Fuente ornamental bulevar José Prat,Monument,BULEVAR INDALECIO PRIETO 15,"Calle de los Pinillas, 19","Calle de los Pinillas, 19,",8,19,288.73
