Place of interest,Type of place,Place address,BiciMAD station,Station location,Available bikes,Available docks,distance
Fuente de la Asamblea de Madrid,Monument,Pza Asamblea de Madrid ,"Calle de Candilejas, 5","Calle de Candilejas, 5,",15,8,52.79
Fuente de la Capona,Monument,C Fuente de la Capona ,"Eduardo Maristany, 7","Calle de Eduardo Maristany, 7,",26,1,141.2
Fuente de la Casa de Oficios,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",19,8,360.06
Fuente de la Casa del Reloj de la Quinta de los Molinos,Monument,CALLE ALCALA 527,"Calle Alcala, 506","Calle Alcalá, 506,",5,18,39.64
Fuente de la Cebada,Monument,C Toledo ,Plaza de la Cebada,"Plaza de la Cebada nº 16 ,",20,10,37.59
Fuente de la colonia Manzanares,Monument,C Ribera del Manzanares ,"Avenida de Valladolid, 47G","Avenida de Valladolid, 47G, 47,",23,4,194.26
Fuente de la Concha del Parterre,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",6,21,107.72
Fuente de la Concha o del Nacimiento del Agua,Monument,Pza España ,Plaza de España B,"Calle Princesa nº 5,",17,1,104.82
Fuente de la Cruz Verde,Monument,Pza Cruz Verde ,Plaza del Cordón,"Plaza del Cordón,",15,9,125.99
Fuente de la escultura 'Ventana a Madrid',Monument,Pº Quince de Mayo ,PASEO DE LOS MELANCÓLICOS 73,"PASEO DE LOS MELANCÓLICOS 73,",15,7,534.43
Fuente de La Fraternidad,Monument,PASEO LA HABANA 83,Alberto Alcocer,"Avenida de Alberto Alcocer nº 22,",5,16,337.34
Fuente de la Gaviota,Monument, ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",15,12,122.96
Fuente de la glorieta de Luxemburgo,Monument,Gta Luxemburgo ,"Avda. del Partenón, 6","5568 - Avda. del Partenón, 6,",1,26,178.13
Fuente de la Gruta,Monument,PASEO SALON DEL ESTANQUE ,Plaza de la Independencia,"Plaza de la Independencia nº 6,",6,17,304.73
Fuente de la Junta Municipal de Carabanchel,Monument,Pza Carabanchel ,"Plaza de la Parroquia , 20","Plaza de la Parroquia , 20,",6,17,18.18
Fuente de la Junta Municipal de Hortaleza,Monument,Ctra Canillas 2,"Vicente Muzas, 12","Vicente Muzas, 12,",2,21,516.16
Fuente de la Juventud Rosaleda,Monument,CALLE ROSALEDA 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",7,17,188.94
Fuente de la Perdiz,Monument,PASEO PIÑONERO 4,"Calle Santa Pola, 22","318 - Calle Santa Pola, 22,",21,2,198.33
Fuente de la Pirámide en los jardines de El Pardo,Monument, ,"Calle de Gloria Fuertes, 181","Calle de Gloria Fuertes, 181,",27,0,5011.29
Fuente de la Piña en la Casa de Campo,Monument,Pº Torrecilla ,Paseo de la Florida,"Paseo de la Florida nº 8,",22,5,430.94
Fuente de la Piña en Villaverde,Monument,CALLE ALCARRIA ,"Calle Cifuentes, 5","Calle Cifuentes, 5,",3,19,187.39
Fuente de la plaza de Mercurio,Monument,Pza Mercurio ,"Plaza Mayor de Barajas, 24","Plaza Mayor de Barajas, 24,",15,8,142.63
Fuente de la Puerta de la Independencia,Monument,Pº México ,Plaza de la Independencia,"Plaza de la Independencia nº 6,",6,17,63.36
Fuente de la Rosaleda,Monument, ,"Calle de la Duquesa de Parcent, 14","Calle de la Duquesa de Parcent, 14,",6,17,523.67
Fuente de la Salud de la Casa de Campo,Monument,PASEO PIÑONERO 4,"Calle Santa Pola, 22","318 - Calle Santa Pola, 22,",21,2,198.33
Fuente de la Salud del parque del Oeste,Monument,PARQUE OESTE ,Moncloa,"Paseo de Moret nº 2,",4,19,338.93
Fuente de la Salud del Retiro,Monument, ,Castelló,"Calle Alcalá nº 111,",6,21,250.87
Fuente de la Sardana,Monument,GLORIETA SARDANA ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",1,22,295.83
Fuente de la Unión y el Fénix,Monument,Pº Castellana 33,Castellana 33,"Castellana 33,",2,21,43.85
Fuente de la Vaguada,Monument,CALLE GINZO DE LIMIA 2,Ginzo de Limia  36,"Ginzo de Limia, 36,",7,17,212.66
Fuente de las Conchas,Monument, campo ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",13,14,
Fuente de las Covas,Monument,Pº Azul ,Puerta del Ángel,"Plaza Puerta del Ángel nº 4,",23,4,470.12
Fuente de las Cuatro náyades o de las Sirenas,Monument, ,Plaza de la Independencia,"Plaza de la Independencia nº 6,",6,17,203.71
Fuente de las Moreras,Monument,Gta Puerta Moreras ,"Avenida de Valladolid, 47G","Avenida de Valladolid, 47G, 47,",23,4,588.12
Fuente de las Naciones,Monument,C Guzmán el Bueno 133,San Francisco de Sales,"Calle General Ampudia nº 2,",7,17,230.9
Fuente de las Ranas,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",19,8,286.46
Fuente de las Siete Hermanas,Monument,PARQUE CASA DE CAMPO ,"Calle de las Rosas de Aravaca, s/n","Calle de las Rosas de Aravaca, s/n,",3,20,1900.56
Fuente de los Barcos,Monument,PARQUE SAN ISIDRO ,PASEO DE LOS MELANCÓLICOS 73,"PASEO DE LOS MELANCÓLICOS 73,",15,7,582.49
Fuente de los caballitos de Hortaleza,Monument,C Mar Amarillo ,"Calle de Santa Virgilia, 6","Calle de Santa Virgilia, 6,",4,7,405.63
Fuente de los Caballos,Monument,C Arnedo 22,"Plaza de la Parroquia , 20","Plaza de la Parroquia , 20,",6,17,285.14
Fuente de los Caños,Monument,GLORIETA CAÑOS ," Paseo de la Venta, 1","Paseo de la Venta, 1,",1,26,893.34
Fuente de los Caños del Peral,Monument,Pza Isabel II ,Palacio de Oriente,"Calle Carlos III nº 1,",6,12,114.27
Fuente de los Cuarteles de Daoiz y Velarde,Monument,Avda Ciudad de Barcelona 160,Junta Municipal Retiro,"Calle León Gil de Palacio nº 3,",19,4,154.78
Fuente de los cuatro delfines del jardín de la Quinta del duque del Arco,Monument,MONTE EL PARDO ,"Calle de Caroli, 1","Calle de Caroli, 1,",6,17,5347.7
Fuente de los Cupidos,Monument,Avda Reina Victoria 70,Reina Victoria,"Calle Beatriz de Bobadilla frente al nº 2,",7,16,65.87
Fuente de los Cármenes,Monument,Gta Cármenes ,"Calle de la Duquesa de Parcent, 14","Calle de la Duquesa de Parcent, 14,",6,17,110.63
Fuente de los Delfines,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",19,8,278.37
Fuente de los Delfines,Monument,PLAZA REPUBLICA ARGENTINA 1,Plaza de la República Argentina,"Plaza de la República Argentina nº 6,",6,18,136.55
Fuente de los Delfines del Parterre,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",6,21,107.72
Fuente de los jardines Enrique Herreros,Monument,CALLE CEA BERMUDEZ 2,Canal,"Calle José Abascal frente al nº 2,",10,13,160.38
Fuente de los Leones,Monument,Avda Manoteras 1,Calle Oña s/n,"Calle Oña s/n,",7,13,443.27
Fuente de los Libros,Monument,Pza Dalí ,Plaza de Felipe II,"Plaza de Felipe II,",10,13,89.25
Fuente de los Neveros,Monument,Gta Patines ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",14,4,89.76
Fuente de los Patos,Monument,Pº Prado ,Cibeles,"Plaza Cibeles,",9,14,58.34
Fuente de los Peces,Monument,PASEO LA HABANA 1,Castellana frente a Hermanos Pinzón,"Paseo de la Castellana nº 122,",6,17,127.58
Fuente de los Tritones,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",13,14,
Fuente de Mariano de Cavia,Monument,Pza Mariano de Cavia ,Menéndez Pelayo,"Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,",15,11,95.71
Fuente de Mercamadrid,Monument,Me Mercado Mercamadrid ,"Auñón, 16","Calle de Auñón, 16,",12,10,1717.66
Fuente de mármol del jardín de las Tres Culturas,Monument,JARDIN TRES CULTURAS ,"Avda del Partenon, 16","564 - Avda del Partenon, 16,",4,19,873.65
Fuente de Orfeo,Monument,Pza Provincia ,Conde de Romanones,"Plaza del Conde de Romanones nº 9,",15,3,174.53
Fuente de San Antón,Monument,C Hortaleza ,Colegio Arquitectos,"Calle Hortaleza nº 63,",14,5,38.24
Fuente de San Isidro,Monument,Pº Quince de Mayo 62,PASEO DE LOS MELANCÓLICOS 73,"PASEO DE LOS MELANCÓLICOS 73,",15,7,627.04
Fuente de Santa Isabel,Monument,C Santa Isabel 48,Santa Isabel,"Calle Santa Isabel 32,",17,10,246.79
Fuente de Sevilla,Monument,GLORIETA SEVILLA ,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",20,7,164.03
Fuente de taza baja Jardín Príncipe de Anglona,Monument,Pza Paja ,Plaza del Cordón,"Plaza del Cordón,",15,9,133.11
Fuente de Tudescos,Monument,Pza Soledad Torres Acosta ,Miguel Moya,"Calle Miguel Moya nº 1,",19,8,140.77
Fuente del Bambú,Monument,CALLE ALCALA 527,"Calle Alcala, 506","Calle Alcalá, 506,",5,18,39.64
Fuente del Barrio del Niño Jesús,Monument,Pza Menéndez Pelayo ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",1,26,100.76
Fuente del Batán,Monument,CARRETERA ZARZON 6,"Carretera del ZOO, s/n (M. Casa Campo)","Carretera del ZOO, s/n (M. Casa Campo),",3,24,501.44
Fuente del Berro,Monument,C Peñascales ,Quinta Fuente del Berro,"Calle Sancho Dávila esquina Paseo Marqués de Zafra,",15,9,242.53
Fuente del Canal de la Partida,Monument,Gta Patines ,Puerta del Ángel,"Plaza Puerta del Ángel nº 4,",23,4,428.94
Fuente del Canal Isabel II,Monument,CALLE SANTA ENGRACIA 125,José Abascal,"Calle José Abascal nº 33,",6,21,232.29
Fuente del Centro de investigaciones biológicas C.S.I.C.,Monument,CALLE VELAZQUEZ 144,Serrano 113,"Calle Serrano nº 113B,",5,22,281.66
Fuente del colegio Amoros,Monument,C Joaquín Turina 37,"Alfredo Aleix, 7","381 - Alfredo Aleix, 7,",14,10,345.87
Fuente del Corregidor,Monument,Pza Corregidor Alonso de Tobar s/n,Marroquina,"Calle Camino de los Vinateros nº 108,",2,16,87.83
Fuente del Fauno de La Rosaleda,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",6,21,107.72
Fuente del Hospital La Paz,Monument,Pº Castellana 261,"Calle Arzobispo Morcillo, 6","Calle Arzobispo Morcillo, 6,",4,23,441.03
Fuente del invernadero de la Quinta de los Molinos,Monument,CALLE ALCALA 527,"Calle Alcala, 506","Calle Alcalá, 506,",5,18,39.64
Fuente del Liceo,Monument,Pza Liceo ,Plaza del Liceo,"Plaza del Liceo,",4,19,32.77
Fuente del Ministerio de Economía,Monument,PASEO CASTELLANA 166,Castellana 164,"Paseo de la Castellana nº 164,Comunidad de Madrid España",1,22,54.97
Fuente del Ministerio de Industria,Monument,PASEO CASTELLANA 158,Doctor Fleming,"Calle Doctor Fleming nº 7,",2,17,191.68
Fuente del monumento a Isabel la Católica,Monument,PASEO CASTELLANA 1,Plaza de Colón,"Calle Goya nº 1,",2,21,121.41
Fuente del Museo del Traje,Monument,Avda Juan de Herrera 2,INEF,"Avenida Juan de Herrera frente a la calle Paul Guinard,",2,21,115.46
Fuente del niño o fuente de Finlandia,Monument,Pº Prado ,Cibeles,"Plaza Cibeles,",9,14,12.4
Fuente del nuevo acceso al parque Juan Carlos I,Monument,Avda Logroño 179,"Bahía de Cádiz, 2","Bahía de Cádiz, 2,",1,22,82.6
Fuente del Padre Piquer,Monument,Pº Extremadura ,"Seseña, 93","Calle Seseña, 93,",17,7,104.11
Fuente del Pajarito,Monument,PARQUE CASA DE CAMPO ,"Calle de las Rosas de Aravaca, s/n","Calle de las Rosas de Aravaca, s/n,",3,20,1900.56
Fuente del palacio del marqués de Salamanca,Monument,Pº Recoletos ,Biblioteca Nacional,"Paseo de Recoletos nº 20,",10,13,189.66
Fuente del parque Arriaga,Monument,C Arriaga 17,Francisco Villaespesa  39,"Francisco Villaespesa, 39,",2,21,304.53
Fuente del parque Calero,Monument, ,Avenida Donostiarra,"Calle Virgen de la Alegría nº 18,",5,18,302.26
Fuente del parque Cerro Peñabel,Monument,PARQUE CERRO PEÑABEL ,"Calle La Cabrera, sn","Calle La Cabrera, sn,",15,12,423.58
Fuente del parque Ciudad de los Ángeles,Monument, ,"Calle de Bohemios, 1","Calle de Bohemios, 1,",7,16,386.22
Fuente del parque Darwin,Monument, ,"Avenida Moratalaz, 25","Avenida Moratalaz, 25,",14,10,184.27
Fuente del parque de Berlín,Monument,PARQUE BERLIN ,Parque Berlín,"Avenida de Concha Espina nº 34,",6,17,182.86
Fuente del parque de Comillas,Monument, ,"Calle del Sorbe , 20","Calle del Sorbe , 20,",22,2,324.39
Fuente del parque de El Espinillo,Monument, ,"Avenida de Orovilla, 53","Avenida de Orovilla, 53,",17,10,460.74
Fuente del parque de las Cruces,Monument, ,"Calle Guareña, 13","Calle Guareña, 13,",6,12,140.48
Fuente del parque de las Naciones,Monument,C Guzmán el Bueno 133,San Francisco de Sales,"Calle General Ampudia nº 2,",7,17,176.58
Fuente del parque de Moratalaz,Monument, ,"Corregidor Ldo. Antonio de Mena, sn","Corregidor licenciado Antonio de Mena, sn,",8,16,266.14
Fuente del parque de Roma,Monument, ,Parque Roma,"Calle Alcalde Sáinz de Baranda frente al nº 107,",2,21,448.72
Fuente del parque del Manzanares,Monument,CAMINO PERALES 1,"Avenida Cordoba, 21","Avenida Cordoba, 21,",19,3,265.17
Fuente del parque Doña Guiomar,Monument, ,"Calle de Velacho Alto, 2","Calle de Velacho Alto, 2,",7,17,514.88
Fuente del parque Emir Mohamed I,Monument, ,Segovia 26,"Calle Segovia nº 26,",9,18,141.98
Fuente del parque Emperatriz María de Austria,Monument,Avda Vía Lusitana ,"Av Abrantes, 55","Av Abrantes, 55,",12,12,241.47
Fuente del parque Fuencarral,Monument, ," Estación  Cerc. Fuencarral-El Pardo, ","601 -  Estación  Cerc. Fuencarral-El Pardo, ,",1,22,324.06
Fuente del parque Villarrosa,Monument,C Aconcagua ,"Calle de Mota del Cuervo, 70","Calle de Mota del Cuervo, 70,",6,18,419.06
Fuente del paseo Pintor Rosales,Monument,Pº Pintor Rosales ,Ferraz,"Calle Evaristo San Miguel nº 2,",6,16,162.48
Fuente del pequeño tritón,Monument, ,Plaza de la Independencia,"Plaza de la Independencia nº 6,",6,17,202.27
Fuente del Plátano Gordo,Monument,Pº Azul ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",14,4,442.26
Fuente del Rey,Monument,Ctra Castilla ,"Calle de Caroli, 1","Calle de Caroli, 1,",6,17,1449.66
Fuente del río Lozoya,Monument,CALLE BRAVO MURILLO 49,Canal,"Calle José Abascal frente al nº 2,",10,13,86.55
Fuente del Teléfono,Monument,Pq Cruces ,"382-Parque Eugenia de Montijo, 2","Parque Eugenia de Montijo, 2,",2,22,425.66
Fuente del Triángulo,Monument,Gta Patines ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",14,4,107.62
Fuente del Zoológico,Monument,Ctra Zarzón ,"Carretera del ZOO, s/n (M. Casa Campo)","Carretera del ZOO, s/n (M. Casa Campo),",3,24,687.07
Fuente Egipcia,Monument,Pº Venezuela ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",15,12,478.67
Fuente elíptica en la avenida de Logroño,Monument,Avda Logroño 183,"Bahía de Cádiz, 2","Bahía de Cádiz, 2,",1,22,105.4
Fuente en Aluche,Monument,C Ocaña ,"Calle Valmojado, 295","Calle Valmojado, 295,",4,14,41.02
Fuente en cascada antigua Mariblanca,Monument,Pº Recoletos ,Cibeles,"Plaza Cibeles,",9,14,229.18
Fuente en homenaje a la Mujer,Monument,PLAZA ALSACIA 1,"Calle de San Roman del Valle, 20","Calle de San Roman del Valle, 20,",17,7,577.51
Fuente en la avenida de Brasil,Monument,AVENIDA BRASIL 1,General Perón con Poeta Joan Maragall,"Avenida del General Perón frente al nº 36,",2,21,132.95
Fuente en la avenida de Brasilia,Monument,Avda Brasilia ,Avenida Brasilia,"Avenida de Brasilia frente al nº 9,",4,19,198.77
Fuente en la avenida de Daroca,Monument,Avda Daroca ,Francisco Villaespesa  39,"Francisco Villaespesa, 39,",2,21,245.3
Fuente en la avenida de la Albufera,Monument,Avda Albufera ,"Calle Ramirez Tome, 31","Calle Ramirez Tome, 31,",7,20,159.25
Fuente en la avenida de la Felicidad,Monument,Avda Felicidad ,"Avenida de Orovilla, 53","Avenida de Orovilla, 53,",17,10,46.82
Fuente en la avenida de las Glorietas,Monument,C Esteban Carros ,"Calle Puerto de Balbaran, 10","Calle Puerto de Balbaran, 10,",22,5,472.94
Fuente en la avenida de Logroño I,Monument,AVENIDA LOGROÑO 2,"Parador de Santa Lucía, 8","Parador de Santa Lucía, 8,",12,12,186.57
Fuente en la avenida de Logroño II,Monument,Avda Logroño ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",19,8,416.86
Fuente en la avenida de Logroño III,Monument,Avda Logroño 38,"Bahía de Cádiz, 2","Bahía de Cádiz, 2,",1,22,275.32
Fuente en la avenida de Logroño IV,Monument,Avda Logroño 42,"Bahía de Cádiz, 2","Bahía de Cádiz, 2,",1,22,169.81
Fuente en la avenida de Logroño V,Monument,Avda Logroño 191,"Bahía de Cádiz, 2","Bahía de Cádiz, 2,",1,22,170.54
Fuente en la avenida de Logroño VI,Monument,Avda Logroño 205,"Bahía de Cádiz, 2","Bahía de Cádiz, 2,",1,22,278.28
Fuente en la avenida de los Poblados,Monument,Ctra Leganés 110,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",13,14,
Fuente en la avenida Marqués de Corbera,Monument,Avda Marqués de Corbera 1,Marqués de Corbera 12,"Avenida Marqués de Corbera nº 12,",17,7,83.62
Fuente en la avenida Nuestra Señora de Fatima,Monument,Avda Nuestra Señora de Fátima ,"Avda. Nuestra Señora de Fatima, 34","Avenida Nuestra Señora de Fatima, 34,",1,22,32.3
Fuente en la avenida Pablo Neruda,Monument,Avda Miguel Hernández s/n,"Calle de los Andaluces, 2","Calle de los Andaluces, 2,",11,13,272.35
Fuente en la calle Aceuchal,Monument,C Alfaro ,"Calle de El Toboso, 115","Calle de El Toboso, 115,",5,18,308.5
Fuente en la calle Agustín de Foxá,Monument,CALLE AGUSTIN DE FOXA 1,Plaza de Castilla,"Paseo de la Castellana nº 216,",5,13,128.7
Fuente en la calle Argumosa,Monument,C Argumosa ,Ronda de Atocha,"Ronda de Atocha nº 2,",13,14,259.74
Fuente en la calle Arroyo del Olivar,Monument,C Arroyo del Olivar ,Concordia,"Calle Arroyo del Olivar nº 6,",23,1,27.46
Fuente en la calle Arturo Soria y avenida de San Luis,Monument,C Arturo Soria 310,"493 -Arturo Soria, 312","Arturo Soria, 312,",1,22,31.5
Fuente en la calle Batería,Monument,CALLE BATERIAS 9,Carlota O’Neill,"Calle Carlota O'Neill nº 32,",4,20,274.02
Fuente en la calle Bravo Murillo,Monument,CALLE BRAVO MURILLO 1,Quevedo,"Glorieta de Quevedo nº 5,",2,20,34.65
Fuente en la calle Brescia,Monument,C Brescia 1,Avenida Brasilia,"Avenida de Brasilia frente al nº 9,",4,19,284.85
Fuente en la calle Canarias,Monument,C Canarias 52-54,Juan Martín,"Calle Juan Martín el Empecinado nº 16,",19,4,181.22
Fuente en la calle Caramuel,Monument,C Caramuel ,Caramuel,"Calle Caramuel nº 51,",10,16,316.57
Fuente en la calle Condesa de Venadito,Monument,C Condesa de Venadito 11,Carlota O’Neill,"Calle Carlota O'Neill nº 32,",4,20,308.41
Fuente en la calle Damasquillo,Monument,C Damasquillo 4,"Calle Guareña, 13","Calle Guareña, 13,",6,12,182.75
Fuente en la calle del Euro,Monument,Avda Euro ,Albox 33,"Calle Albox 33,",9,14,366.65
Fuente en la calle Espejo,Monument,C Espejo 8,Palacio de Oriente,"Calle Carlos III nº 1,",6,12,128.94
Fuente en la calle Francos Rodríguez,Monument,CALLE FRANCOS RODRIGUEZ 67,Francos Rodríguez,"Calle Francos Rodríguez nº 62,",3,20,245.0
Fuente en la calle Fuente Carrantona,Monument,C Arroyo Fontarrón s/n,"Calle de los Andaluces, 2","Calle de los Andaluces, 2,",11,13,517.43
Fuente en la calle Ofelia Nieto,Monument,CALLE OFELIA NIETO 1,Francos Rodríguez,"Calle Francos Rodríguez nº 62,",3,20,331.3
Fuente en la calle Vía Lusitana,Monument,Avda Vía Lusitana ,"Avenida de Abrantess, 108","Avenida de Abrantes, 108,",7,14,178.27
Fuente en la entrada principal del parque Fuente del Berro,Monument, ,Quinta Fuente del Berro,"Calle Sancho Dávila esquina Paseo Marqués de Zafra,",15,9,353.47
Fuente en la estación Asamblea de Madrid I,Monument,Avda Entrevías s/n,"Avenida de Entrevias, 56","Avenida de Entrevias, 56,",4,20,100.84
Fuente en la estación Asamblea de Madrid II,Monument,Avda Entrevías ,"Avenida de Entrevias, 56","Avenida de Entrevias, 56,",4,20,73.61
Fuente en la estación Asamblea de Madrid III,Monument,Avda Entrevías s/n,"Avenida de Entrevias, 56","Avenida de Entrevias, 56,",4,20,130.29
Fuente en la estación Asamblea de Madrid IV,Monument,Avda Entrevías s/n,"Avenida de Entrevias, 56","Avenida de Entrevias, 56,",4,20,160.25
Fuente en la estación Asamblea de Madrid V,Monument,Avda Entrevías s/n,"Avenida de Entrevias, 56","Avenida de Entrevias, 56,",4,20,229.22
Fuente en la glorieta de Bilbao,Monument,Gta Bilbao ,Malasaña,"Calle Manuela Malasaña nº 5,",6,21,54.1
Fuente en la glorieta de Hamburgo,Monument,Gta Hamburgo ,"Avda del Partenon, 16","564 - Avda del Partenon, 16,",4,19,114.59
Fuente en la glorieta Puerta Moreras,Monument,Gta Puerta Moreras ,"Avenida de Valladolid, 47G","Avenida de Valladolid, 47G, 47,",23,4,560.25
Fuente en la plaza Beata María Ana de Jesús I,Monument,Pza Beata María Ana de Jesús ,Entrada Matadero,"Paseo de la Chopera nº 14,",38,5,291.38
Fuente en la plaza Beata María Ana de Jesús II,Monument,Pza Beata María Ana de Jesús ,Entrada Matadero,"Paseo de la Chopera nº 14,",38,5,279.65
Fuente en la plaza Chozas de Canales,Monument,Pza Chozas de Canales ," Calle de Santa Petronila, 7","414 -  Calle de Santa Petronila, 7,",11,13,114.29
